---- Start of CSV ----
Timestamp(ms),Vref_ADC,Vref_V,Vgas_ADC,Vgas_V,Batt_V,Batt_SOC,VoltageAlert,Sample_count
1129550,2363,1.9042,2329,1.8768,3.616,3.1,0,746
1131143,2363,1.9042,2329,1.8768,3.616,3.1,0,747
1132680,2359,1.9010,2329,1.8768,3.616,3.1,0,748
1134217,2362,1.9034,2329,1.8768,3.616,3.1,0,749
1135754,2367,1.9075,2329,1.8768,3.616,3.1,0,750
1137291,2366,1.9067,2331,1.8785,3.616,3.1,0,751
1138828,2362,1.9034,2330,1.8777,3.616,3.1,0,752
1140365,2364,1.9051,2331,1.8785,3.616,3.1,0,753
1141958,2367,1.9075,2329,1.8768,3.616,3.1,0,754
1143495,2374,1.9131,2331,1.8785,3.616,3.1,0,755
1145032,2367,1.9075,2331,1.8785,3.616,3.1,0,756
1146569,2366,1.9067,2332,1.8793,3.616,3.1,0,757
1148106,2361,1.9026,2331,1.8785,3.616,3.1,0,758
1149643,2367,1.9075,2333,1.8801,3.616,3.1,0,759
1151180,2363,1.9042,2331,1.8785,3.616,3.1,0,760
1152774,2360,1.9018,2333,1.8801,3.616,3.1,0,761
1154311,2363,1.9042,2329,1.8768,3.616,3.1,0,762
1155848,2373,1.9123,2332,1.8793,3.616,3.1,0,763
1157385,2365,1.9059,2332,1.8793,3.616,3.1,0,764
1158922,2365,1.9059,2333,1.8801,3.616,3.1,0,765
1160459,2375,1.9139,2332,1.8793,3.616,3.1,0,766
1161996,2375,1.9139,2333,1.8801,3.616,3.1,0,767
1163589,2373,1.9123,2333,1.8801,3.616,3.1,0,768
1165126,2367,1.9075,2333,1.8801,3.616,3.1,0,769
1166663,2367,1.9075,2335,1.8817,3.616,3.1,0,770
1168200,2365,1.9059,2333,1.8801,3.616,3.1,0,771
1169737,2367,1.9075,2332,1.8793,3.616,3.1,0,772
1171274,2365,1.9059,2334,1.8809,3.616,3.1,0,773
1172867,2377,1.9155,2334,1.8809,3.616,3.1,0,774
1174404,2367,1.9075,2334,1.8809,3.616,3.1,0,775
1175941,2365,1.9059,2335,1.8817,3.616,3.1,0,776
1177478,2375,1.9139,2335,1.8817,3.616,3.1,0,777
1179015,2366,1.9067,2335,1.8817,3.616,3.1,0,778
1180552,2380,1.9179,2335,1.8817,3.616,3.1,0,779
1182089,2363,1.9042,2335,1.8817,3.616,3.1,0,780
1183681,2365,1.9059,2334,1.8809,3.616,3.1,0,781
1185218,2364,1.9051,2333,1.8801,3.616,3.1,0,782
1186755,2381,1.9188,2339,1.8849,3.616,3.1,0,783
1188292,2363,1.9042,2335,1.8817,3.616,3.1,0,784
1189829,2379,1.9171,2335,1.8817,3.616,3.1,0,785
1191366,2378,1.9163,2335,1.8817,3.616,3.1,0,786
1192903,2377,1.9155,2335,1.8817,3.616,3.1,0,787
1194496,2376,1.9147,2335,1.8817,3.616,3.1,0,788
1196032,2364,1.9051,2335,1.8817,3.616,3.1,0,789
1197568,2366,1.9067,2335,1.8817,3.616,3.1,0,790
1199104,2365,1.9059,2335,1.8817,3.616,3.1,0,791
1200640,2376,1.9147,2335,1.8817,3.616,3.1,0,792
1202176,2367,1.9075,2339,1.8849,3.616,3.1,0,793
1203712,2377,1.9155,2335,1.8817,3.616,3.1,0,794
1205304,2376,1.9147,2339,1.8849,3.616,3.1,0,795
1206840,2383,1.9204,2339,1.8849,3.616,3.1,0,796
1208376,2380,1.9179,2339,1.8849,3.616,3.1,0,797
1209912,2375,1.9139,2340,1.8857,3.616,3.1,0,798
1211448,2375,1.9139,2339,1.8849,3.616,3.1,0,799
1212984,2367,1.9075,2339,1.8849,3.616,3.1,0,800
1214520,2367,1.9075,2340,1.8857,3.616,3.1,0,801
1216114,2377,1.9155,2341,1.8865,3.616,3.1,0,802
1217650,2380,1.9179,2339,1.8849,3.616,3.1,0,803
1219186,2378,1.9163,2335,1.8817,3.616,3.1,0,804
1220722,2375,1.9139,2339,1.8849,3.616,3.1,0,805
1222258,2365,1.9059,2341,1.8865,3.616,3.1,0,806
1223794,2376,1.9147,2341,1.8865,3.615,3.1,0,807
1225330,2379,1.9171,2340,1.8857,3.615,3.1,0,808
1226923,2381,1.9188,2341,1.8865,3.615,3.1,0,809
1228459,2367,1.9075,2343,1.8881,3.615,3.1,0,810
1229995,2381,1.9188,2341,1.8865,3.615,3.1,0,811
1231531,2385,1.9220,2341,1.8865,3.615,3.1,0,812
1233067,2375,1.9139,2343,1.8881,3.615,3.1,0,813
1234603,2381,1.9188,2341,1.8865,3.615,3.1,0,814
1236194,2366,1.9067,2341,1.8865,3.615,3.1,0,815
1237731,2377,1.9155,2343,1.8881,3.616,3.1,0,816
1239268,2366,1.9067,2341,1.8865,3.615,3.1,0,817
1240805,2373,1.9123,2341,1.8865,3.615,3.1,0,818
1242342,2367,1.9075,2341,1.8865,3.615,3.1,0,819
1243879,2367,1.9075,2341,1.8865,3.615,3.1,0,820
1245416,2381,1.9188,2340,1.8857,3.615,3.1,0,821
1247008,2381,1.9188,2341,1.8865,3.615,3.1,0,822
1248544,2376,1.9147,2343,1.8881,3.616,3.1,0,823
1250081,2367,1.9075,2341,1.8865,3.615,3.1,0,824
1251617,2373,1.9123,2343,1.8881,3.615,3.1,0,825
1253153,2379,1.9171,2343,1.8881,3.615,3.1,0,826
1254689,2383,1.9204,2343,1.8881,3.615,3.1,0,827
1256226,2377,1.9155,2342,1.8873,3.615,3.1,0,828
1257820,2375,1.9139,2343,1.8881,3.615,3.1,0,829
1259357,2381,1.9188,2345,1.8897,3.615,3.1,0,830
1260894,2383,1.9204,2342,1.8873,3.615,3.1,0,831
1262431,2380,1.9179,2343,1.8881,3.615,3.1,0,832
1263968,2375,1.9139,2343,1.8881,3.615,3.1,0,833
1265505,2375,1.9139,2343,1.8881,3.615,3.1,0,834
1267043,2383,1.9204,2343,1.8881,3.615,3.1,0,835
1268636,2375,1.9139,2343,1.8881,3.615,3.1,0,836
1270173,2382,1.9196,2344,1.8889,3.615,3.1,0,837
1271710,2381,1.9188,2343,1.8881,3.615,3.1,0,838
1273247,2381,1.9188,2343,1.8881,3.615,3.1,0,839
1274784,2381,1.9188,2345,1.8897,3.615,3.1,0,840
1276321,2378,1.9163,2344,1.8889,3.615,3.1,0,841
1277858,2374,1.9131,2345,1.8897,3.615,3.1,0,842
1279452,2387,1.9236,2345,1.8897,3.615,3.1,0,843
1280988,2381,1.9188,2345,1.8897,3.615,3.1,0,844
1282524,2378,1.9163,2343,1.8881,3.615,3.1,0,845
1284060,2379,1.9171,2344,1.8889,3.615,3.1,0,846
1285596,2391,1.9268,2347,1.8914,3.615,3.1,0,847
1287132,2375,1.9139,2344,1.8889,3.615,3.1,0,848
1288668,2383,1.9204,2346,1.8905,3.615,3.1,0,849
1290262,2387,1.9236,2344,1.8889,3.615,3.1,0,850
1291799,2382,1.9196,2345,1.8897,3.615,3.1,0,851
1293336,2381,1.9188,2345,1.8897,3.615,3.1,0,852
1294873,2377,1.9155,2345,1.8897,3.615,3.1,0,853
1296410,2377,1.9155,2344,1.8889,3.615,3.1,0,854
1297947,2387,1.9236,2347,1.8914,3.615,3.1,0,855
1299485,2389,1.9252,2347,1.8914,3.615,3.1,0,856
1301080,2379,1.9171,2344,1.8889,3.615,3.1,0,857
1302617,2375,1.9139,2343,1.8881,3.615,3.1,0,858
1304154,2382,1.9196,2347,1.8914,3.615,3.1,0,859
1305691,2387,1.9236,2347,1.8914,3.615,3.1,0,860
1307228,2381,1.9188,2346,1.8905,3.615,3.1,0,861
1308765,2389,1.9252,2347,1.8914,3.615,3.1,0,862
1310358,2388,1.9244,2345,1.8897,3.615,3.1,0,863
1311895,2392,1.9276,2347,1.8914,3.615,3.1,0,864
1313432,2387,1.9236,2345,1.8897,3.615,3.1,0,865
1314969,2387,1.9236,2347,1.8914,3.615,3.1,0,866
1316506,2377,1.9155,2345,1.8897,3.615,3.1,0,867
1318043,2381,1.9188,2345,1.8897,3.615,3.1,0,868
1319580,2382,1.9196,2347,1.8914,3.615,3.1,0,869
1321176,2381,1.9188,2346,1.8905,3.615,3.1,0,870
1322713,2381,1.9188,2348,1.8922,3.615,3.1,0,871
1324250,2389,1.9252,2347,1.8914,3.615,3.1,0,872
1325787,2387,1.9236,2347,1.8914,3.615,3.1,0,873
1327324,2393,1.9284,2348,1.8922,3.615,3.1,0,874
1328861,2387,1.9236,2349,1.8930,3.615,3.1,0,875
1330398,2389,1.9252,2347,1.8914,3.615,3.1,0,876
1331992,2385,1.9220,2348,1.8922,3.615,3.1,0,877
1333528,2387,1.9236,2347,1.8914,3.615,3.1,0,878
1335064,2384,1.9212,2347,1.8914,3.615,3.1,0,879
1336600,2389,1.9252,2348,1.8922,3.615,3.1,0,880
1338136,2381,1.9188,2349,1.8930,3.615,3.1,0,881
1339672,2388,1.9244,2347,1.8914,3.615,3.1,0,882
1341208,2391,1.9268,2348,1.8922,3.615,3.1,0,883
1342801,2381,1.9188,2347,1.8914,3.615,3.1,0,884
1344338,2387,1.9236,2347,1.8914,3.615,3.1,0,885
1345875,2389,1.9252,2351,1.8946,3.615,3.1,0,886
1347412,2380,1.9179,2348,1.8922,3.615,3.1,0,887
1348949,2382,1.9196,2349,1.8930,3.615,3.1,0,888
1350486,2392,1.9276,2349,1.8930,3.615,3.1,0,889
1352023,2389,1.9252,2349,1.8930,3.615,3.1,0,890
1353616,2385,1.9220,2349,1.8930,3.615,3.1,0,891
1355153,2390,1.9260,2348,1.8922,3.615,3.1,0,892
1356690,2391,1.9268,2349,1.8930,3.615,3.1,0,893
1358227,2391,1.9268,2349,1.8930,3.615,3.1,0,894
1359764,2385,1.9220,2349,1.8930,3.615,3.1,0,895
1361301,2387,1.9236,2349,1.8930,3.615,3.1,0,896
1362838,2387,1.9236,2348,1.8922,3.615,3.1,0,897
1364431,2387,1.9236,2349,1.8930,3.615,3.1,0,898
1365968,2385,1.9220,2348,1.8922,3.615,3.1,0,899
1367505,2391,1.9268,2351,1.8946,3.615,3.1,0,900
1369042,2388,1.9244,2351,1.8946,3.615,3.1,0,901
1370579,2382,1.9196,2350,1.8938,3.615,3.1,0,902
1372116,2389,1.9252,2349,1.8930,3.615,3.1,0,903
1373709,2392,1.9276,2351,1.8946,3.615,3.1,0,904
1375246,2392,1.9276,2351,1.8946,3.615,3.1,0,905
1376783,2387,1.9236,2351,1.8946,3.615,3.1,0,906
1378320,2393,1.9284,2350,1.8938,3.615,3.1,0,907
1379857,2383,1.9204,2351,1.8946,3.615,3.1,0,908
1381394,2391,1.9268,2350,1.8938,3.615,3.1,0,909
1382931,2392,1.9276,2351,1.8946,3.615,3.1,0,910
1384526,2392,1.9276,2349,1.8930,3.615,3.1,0,911
1386063,2388,1.9244,2351,1.8946,3.615,3.1,0,912
1387600,2392,1.9276,2351,1.8946,3.615,3.1,0,913
1389137,2391,1.9268,2350,1.8938,3.614,3.1,0,914
1390674,2387,1.9236,2350,1.8938,3.615,3.1,0,915
1392211,2388,1.9244,2351,1.8946,3.615,3.1,0,916
1393748,2395,1.9300,2351,1.8946,3.614,3.1,0,917
1395342,2391,1.9268,2355,1.8978,3.614,3.1,0,918
1396879,2395,1.9300,2351,1.8946,3.615,3.1,0,919
1398416,2397,1.9316,2351,1.8946,3.614,3.1,0,920
1399953,2390,1.9260,2351,1.8946,3.615,3.1,0,921
1401490,2388,1.9244,2352,1.8954,3.614,3.1,0,922
1403027,2391,1.9268,2355,1.8978,3.615,3.1,0,923
1404565,2397,1.9316,2351,1.8946,3.614,3.1,0,924
1406158,2399,1.9333,2351,1.8946,3.614,3.1,0,925
1407695,2397,1.9316,2355,1.8978,3.614,3.1,0,926
1409232,2391,1.9268,2351,1.8946,3.614,3.1,0,927
1410769,2391,1.9268,2351,1.8946,3.614,3.1,0,928
1412306,2397,1.9316,2351,1.8946,3.614,3.1,0,929
1413843,2395,1.9300,2354,1.8970,3.614,3.1,0,930
1415380,2395,1.9300,2355,1.8978,3.614,3.1,0,931
1416975,2396,1.9308,2355,1.8978,3.614,3.1,0,932
1418512,2392,1.9276,2351,1.8946,3.614,3.1,0,933
1420049,2387,1.9236,2353,1.8962,3.614,3.1,0,934
1421586,2390,1.9260,2351,1.8946,3.614,3.1,0,935
1423123,2391,1.9268,2355,1.8978,3.614,3.1,0,936
1424660,2391,1.9268,2355,1.8978,3.614,3.1,0,937
1426197,2392,1.9276,2352,1.8954,3.614,3.1,0,938
1427793,2399,1.9333,2355,1.8978,3.614,3.1,0,939
1429330,2389,1.9252,2355,1.8978,3.614,3.1,0,940
1430867,2392,1.9276,2356,1.8986,3.614,3.1,0,941
1432404,2389,1.9252,2355,1.8978,3.614,3.1,0,942
1433941,2398,1.9325,2359,1.9010,3.614,3.1,0,943
1435478,2398,1.9325,2352,1.8954,3.614,3.1,0,944
1437077,2393,1.9284,2355,1.8978,3.614,3.1,0,945
1438614,2406,1.9389,2356,1.8986,3.614,3.1,0,946
1440151,2393,1.9284,2355,1.8978,3.614,3.1,0,947
1441688,2391,1.9268,2355,1.8978,3.614,3.1,0,948
1443225,2398,1.9325,2357,1.8994,3.614,3.1,0,949
1444762,2391,1.9268,2355,1.8978,3.614,3.1,0,950
1446299,2395,1.9300,2358,1.9002,3.614,3.1,0,951
1447898,2396,1.9308,2357,1.8994,3.614,3.1,0,952
1449435,2391,1.9268,2357,1.8994,3.614,3.1,0,953
1450972,2395,1.9300,2357,1.8994,3.614,3.0,0,954
1452509,2397,1.9316,2359,1.9010,3.614,3.0,0,955
1454046,2392,1.9276,2357,1.8994,3.614,3.0,0,956
1455583,2395,1.9300,2357,1.8994,3.614,3.0,0,957
1457120,2395,1.9300,2357,1.8994,3.614,3.0,0,958
1458719,2399,1.9333,2357,1.8994,3.614,3.0,0,959
1460257,2397,1.9316,2357,1.8994,3.614,3.0,0,960
1461794,2393,1.9284,2359,1.9010,3.614,3.0,0,961
1463331,2393,1.9284,2359,1.9010,3.614,3.0,0,962
1464868,2403,1.9365,2359,1.9010,3.614,3.0,0,963
1466405,2395,1.9300,2357,1.8994,3.614,3.0,0,964
1467942,2404,1.9373,2359,1.9010,3.614,3.0,0,965
1469550,2395,1.9300,2358,1.9002,3.614,3.0,0,966
1471102,2395,1.9300,2359,1.9010,3.614,3.0,0,967
1472639,2403,1.9365,2356,1.8986,3.614,3.0,0,968
1474176,2400,1.9341,2358,1.9002,3.614,3.0,0,969
1475713,2399,1.9333,2358,1.9002,3.614,3.0,0,970
1477251,2397,1.9316,2357,1.8994,3.614,3.0,0,971
1478860,2393,1.9284,2357,1.8994,3.614,3.0,0,972
1480385,2399,1.9333,2358,1.9002,3.614,3.0,0,973
1481922,2400,1.9341,2359,1.9010,3.614,3.0,0,974
1483459,2398,1.9325,2357,1.8994,3.614,3.0,0,975
1484996,2404,1.9373,2359,1.9010,3.614,3.0,0,976
1486535,2405,1.9381,2359,1.9010,3.614,3.0,0,977
1488143,2403,1.9365,2360,1.9018,3.614,3.0,0,978
1489667,2394,1.9292,2359,1.9010,3.614,3.0,0,979
1491204,2393,1.9284,2359,1.9010,3.614,3.0,0,980
1492741,2403,1.9365,2361,1.9026,3.614,3.0,0,981
1494278,2391,1.9268,2359,1.9010,3.614,3.0,0,982
1495815,2399,1.9333,2359,1.9010,3.614,3.0,0,983
1497426,2395,1.9300,2359,1.9010,3.614,3.0,0,984
1498948,2398,1.9325,2359,1.9010,3.614,3.0,0,985
1500486,2399,1.9333,2361,1.9026,3.614,3.0,0,986
1502024,2399,1.9333,2360,1.9018,3.614,3.0,0,987
1503562,2396,1.9308,2359,1.9010,3.614,3.0,0,988
1505115,2406,1.9389,2361,1.9026,3.614,3.0,0,989
1506725,2407,1.9397,2361,1.9026,3.614,3.0,0,990
1508273,2394,1.9292,2359,1.9010,3.614,3.0,0,991
1509809,2405,1.9381,2359,1.9010,3.614,3.0,0,992
1511345,2404,1.9373,2359,1.9010,3.614,3.0,0,993
1512881,2405,1.9381,2359,1.9010,3.614,3.0,0,994
1514417,2399,1.9333,2360,1.9018,3.614,3.0,0,995
1516014,2407,1.9397,2361,1.9026,3.614,3.0,0,996
1517548,2407,1.9397,2361,1.9026,3.614,3.0,0,997
1519084,2395,1.9300,2360,1.9018,3.614,3.0,0,998
1520620,2395,1.9300,2359,1.9010,3.614,3.0,0,999
1522156,2399,1.9333,2361,1.9026,3.614,3.0,0,1000
1523692,2402,1.9357,2360,1.9018,3.614,3.0,0,1001
1525292,2399,1.9333,2359,1.9010,3.614,3.0,0,1002
1526826,2397,1.9316,2361,1.9026,3.614,3.0,0,1003
1528362,2397,1.9316,2361,1.9026,3.614,3.0,0,1004
1529899,2405,1.9381,2362,1.9034,3.614,3.0,0,1005
1531435,2402,1.9357,2361,1.9026,3.614,3.0,0,1006
1532972,2397,1.9316,2361,1.9026,3.614,3.0,0,1007
1534572,2395,1.9300,2361,1.9026,3.614,3.0,0,1008
1536106,2408,1.9405,2361,1.9026,3.614,3.0,0,1009
1537643,2397,1.9316,2363,1.9042,3.614,3.0,0,1010
1539180,2395,1.9300,2361,1.9026,3.614,3.0,0,1011
1540717,2408,1.9405,2361,1.9026,3.614,3.0,0,1012
1542317,2397,1.9316,2361,1.9026,3.614,3.0,0,1013
1543851,2397,1.9316,2361,1.9026,3.614,3.0,0,1014
1545388,2399,1.9333,2361,1.9026,3.614,3.0,0,1015
1546925,2397,1.9316,2361,1.9026,3.614,3.0,0,1016
1548462,2405,1.9381,2363,1.9042,3.614,3.0,0,1017
