Timestamp(ms),Vref_ADC,Vref_V,Vref_Filtered,Vgas_ADC,Vgas_V,Vgas_Filtered,Sampling_rate(fs),Cutoff_frequency(fc)
823844,1975,1.5916,1.5925,1951,1.5722,1.5667,1.00,0.10
824845,1978,1.5940,1.5926,1955,1.5755,1.5691,1.00,0.10
825846,1977,1.5932,1.5928,1957,1.5771,1.5718,1.00,0.10
826847,1977,1.5932,1.5930,1962,1.5811,1.5744,1.00,0.10
827848,1981,1.5964,1.5934,1959,1.5787,1.5769,1.00,0.10
828849,1979,1.5948,1.5940,1961,1.5803,1.5787,1.00,0.10
829850,1981,1.5964,1.5947,1970,1.5875,1.5802,1.00,0.10
830851,1983,1.5980,1.5955,1967,1.5851,1.5822,1.00,0.10
831852,1979,1.5948,1.5961,1967,1.5851,1.5840,1.00,0.10
832853,1981,1.5964,1.5964,1974,1.5908,1.5854,1.00,0.10
833854,1975,1.5916,1.5960,1968,1.5859,1.5867,1.00,0.10
834855,1977,1.5932,1.5951,1970,1.5875,1.5875,1.00,0.10
835856,1976,1.5924,1.5941,1963,1.5819,1.5873,1.00,0.10
836857,1975,1.5916,1.5932,1959,1.5787,1.5860,1.00,0.10
837858,1977,1.5932,1.5925,1959,1.5787,1.5837,1.00,0.10
838859,1975,1.5916,1.5922,1961,1.5803,1.5815,1.00,0.10
839860,1975,1.5916,1.5920,1957,1.5771,1.5799,1.00,0.10
840861,1975,1.5916,1.5918,1951,1.5722,1.5784,1.00,0.10
841862,1975,1.5916,1.5917,1951,1.5722,1.5764,1.00,0.10
842863,1977,1.5932,1.5917,1948,1.5698,1.5743,1.00,0.10
843864,1975,1.5916,1.5919,1947,1.5690,1.5724,1.00,0.10
844865,1964,1.5827,1.5914,1944,1.5666,1.5705,1.00,0.10
845866,1967,1.5851,1.5896,1943,1.5658,1.5688,1.00,0.10
846867,1977,1.5932,1.5880,1943,1.5658,1.5674,1.00,0.10
847868,1976,1.5924,1.5882,1945,1.5674,1.5664,1.00,0.10
848869,1990,1.6037,1.5902,1947,1.5690,1.5663,1.00,0.10
849870,1978,1.5940,1.5932,1945,1.5674,1.5668,1.00,0.10
850871,1976,1.5924,1.5952,1931,1.5561,1.5665,1.00,0.10
851872,1981,1.5964,1.5957,1959,1.5787,1.5658,1.00,0.10
852873,1979,1.5948,1.5957,1956,1.5763,1.5674,1.00,0.10
853874,1979,1.5948,1.5955,1955,1.5755,1.5705,1.00,0.10
854875,1978,1.5940,1.5952,1959,1.5787,1.5734,1.00,0.10
855876,1980,1.5956,1.5949,1960,1.5795,1.5759,1.00,0.10
856877,1979,1.5948,1.5948,1959,1.5787,1.5777,1.00,0.10
857878,1979,1.5948,1.5948,1961,1.5803,1.5789,1.00,0.10
858879,1979,1.5948,1.5948,1964,1.5827,1.5799,1.00,0.10
859880,1975,1.5916,1.5946,1967,1.5851,1.5810,1.00,0.10
860881,1979,1.5948,1.5941,1967,1.5851,1.5824,1.00,0.10
861882,1977,1.5932,1.5938,1965,1.5835,1.5836,1.00,0.10
862883,1988,1.6021,1.5942,1971,1.5884,1.5845,1.00,0.10
863884,1976,1.5924,1.5952,1975,1.5916,1.5858,1.00,0.10
864885,1981,1.5964,1.5958,1971,1.5884,1.5875,1.00,0.10
865886,1979,1.5948,1.5958,1971,1.5884,1.5886,1.00,0.10
866887,1977,1.5932,1.5956,1961,1.5803,1.5885,1.00,0.10
867888,1976,1.5924,1.5949,1957,1.5771,1.5865,1.00,0.10
868889,1979,1.5948,1.5941,1956,1.5763,1.5833,1.00,0.10
869890,1977,1.5932,1.5937,1955,1.5755,1.5801,1.00,0.10
870891,1978,1.5940,1.5936,1957,1.5771,1.5777,1.00,0.10
871892,1977,1.5932,1.5935,1949,1.5706,1.5760,1.00,0.10
872893,1973,1.5900,1.5932,1946,1.5682,1.5741,1.00,0.10
873894,1979,1.5948,1.5928,1947,1.5690,1.5719,1.00,0.10
874895,1977,1.5932,1.5927,1933,1.5577,1.5695,1.00,0.10
875896,1975,1.5916,1.5928,1951,1.5722,1.5670,1.00,0.10
876897,1979,1.5948,1.5928,1948,1.5698,1.5663,1.00,0.10
877898,1977,1.5932,1.5931,1951,1.5722,1.5672,1.00,0.10
878899,1981,1.5964,1.5935,1955,1.5755,1.5690,1.00,0.10
879900,1979,1.5948,1.5941,1952,1.5730,1.5711,1.00,0.10
880901,1979,1.5948,1.5947,1961,1.5803,1.5732,1.00,0.10
881902,1979,1.5948,1.5950,1963,1.5819,1.5755,1.00,0.10
882903,1983,1.5980,1.5952,1965,1.5835,1.5782,1.00,0.10
883904,1989,1.6029,1.5962,1971,1.5884,1.5810,1.00,0.10
884905,1982,1.5972,1.5977,1973,1.5900,1.5839,1.00,0.10
885906,1982,1.5972,1.5986,1976,1.5924,1.5868,1.00,0.10
886907,1979,1.5948,1.5984,1967,1.5851,1.5888,1.00,0.10
887908,1977,1.5932,1.5974,1967,1.5851,1.5892,1.00,0.10
888909,1975,1.5916,1.5959,1961,1.5803,1.5879,1.00,0.10
889910,1975,1.5916,1.5942,1963,1.5819,1.5857,1.00,0.10
890911,1979,1.5948,1.5930,1959,1.5787,1.5835,1.00,0.10
891912,1978,1.5940,1.5927,1955,1.5755,1.5813,1.00,0.10
892913,1976,1.5924,1.5929,1958,1.5779,1.5792,1.00,0.10
893914,1980,1.5956,1.5932,1956,1.5763,1.5777,1.00,0.10
894915,1981,1.5964,1.5938,1955,1.5755,1.5767,1.00,0.10
895916,1975,1.5916,1.5943,1949,1.5706,1.5757,1.00,0.10
896917,1976,1.5924,1.5942,1947,1.5690,1.5742,1.00,0.10
897918,1977,1.5932,1.5937,1947,1.5690,1.5722,1.00,0.10
898919,1979,1.5948,1.5934,1949,1.5706,1.5707,1.00,0.10
899920,1975,1.5916,1.5933,1947,1.5690,1.5698,1.00,0.10
900921,1975,1.5916,1.5930,1951,1.5722,1.5696,1.00,0.10
901922,1975,1.5916,1.5925,1951,1.5722,1.5700,1.00,0.10
902923,1981,1.5964,1.5924,1956,1.5763,1.5710,1.00,0.10
903924,1979,1.5948,1.5930,1955,1.5755,1.5725,1.00,0.10
904925,1981,1.5964,1.5939,1961,1.5803,1.5743,1.00,0.10
905926,1980,1.5956,1.5948,1962,1.5811,1.5764,1.00,0.10
906927,1981,1.5964,1.5955,1955,1.5755,1.5781,1.00,0.10
907928,1983,1.5980,1.5961,1969,1.5867,1.5792,1.00,0.10
908929,1981,1.5964,1.5966,1971,1.5884,1.5811,1.00,0.10
909930,1981,1.5964,1.5969,1965,1.5835,1.5834,1.00,0.10
910931,1988,1.6021,1.5973,1968,1.5859,1.5848,1.00,0.10
911932,1979,1.5948,1.5978,1970,1.5875,1.5857,1.00,0.10
912933,1979,1.5948,1.5977,1959,1.5787,1.5858,1.00,0.10
913934,1976,1.5924,1.5967,1958,1.5779,1.5845,1.00,0.10
914935,1979,1.5948,1.5955,1959,1.5787,1.5823,1.00,0.10
915936,1978,1.5940,1.5946,1958,1.5779,1.5803,1.00,0.10
916937,1979,1.5948,1.5941,1951,1.5722,1.5785,1.00,0.10
917938,1979,1.5948,1.5941,1940,1.5634,1.5758,1.00,0.10
918939,1980,1.5956,1.5943,1949,1.5706,1.5725,1.00,0.10
919940,1980,1.5956,1.5947,1948,1.5698,1.5700,1.00,0.10
920941,1979,1.5948,1.5950,1946,1.5682,1.5689,1.00,0.10
921942,1976,1.5924,1.5950,1944,1.5666,1.5683,1.00,0.10
922943,1982,1.5972,1.5948,1950,1.5714,1.5680,1.00,0.10
923944,1981,1.5964,1.5950,1957,1.5771,1.5688,1.00,0.10
924945,1981,1.5964,1.5955,1958,1.5779,1.5711,1.00,0.10
925946,1981,1.5964,1.5959,1957,1.5771,1.5737,1.00,0.10
926947,1981,1.5964,1.5963,1961,1.5803,1.5760,1.00,0.10
927948,1979,1.5948,1.5963,1959,1.5787,1.5778,1.00,0.10
928949,1981,1.5964,1.5962,1966,1.5843,1.5792,1.00,0.10
929950,1991,1.6045,1.5966,1971,1.5884,1.5811,1.00,0.10
930951,1983,1.5980,1.5979,1973,1.5900,1.5837,1.00,0.10
931952,1983,1.5980,1.5989,1967,1.5851,1.5860,1.00,0.10
932953,1983,1.5980,1.5991,1971,1.5884,1.5873,1.00,0.10
933954,1993,1.6061,1.5994,1973,1.5900,1.5880,1.00,0.10
934955,1979,1.5948,1.6000,1959,1.5787,1.5879,1.00,0.10
935956,1981,1.5964,1.5998,1963,1.5819,1.5864,1.00,0.10
936957,1978,1.5940,1.5985,1961,1.5803,1.5842,1.00,0.10
937958,1979,1.5948,1.5969,1960,1.5795,1.5823,1.00,0.10
938959,1977,1.5932,1.5956,1961,1.5803,1.5809,1.00,0.10
939960,1981,1.5964,1.5947,1957,1.5771,1.5799,1.00,0.10
940961,1979,1.5948,1.5945,1955,1.5755,1.5788,1.00,0.10
941962,1977,1.5932,1.5945,1949,1.5706,1.5772,1.00,0.10
942963,1976,1.5924,1.5942,1943,1.5658,1.5748,1.00,0.10
943964,1979,1.5948,1.5938,1947,1.5690,1.5719,1.00,0.10
944965,1979,1.5948,1.5937,1947,1.5690,1.5697,1.00,0.10
945966,1972,1.5892,1.5936,1944,1.5666,1.5685,1.00,0.10
946967,1976,1.5924,1.5930,1949,1.5706,1.5679,1.00,0.10
947968,1981,1.5964,1.5926,1951,1.5722,1.5682,1.00,0.10
948969,1979,1.5948,1.5931,1951,1.5722,1.5693,1.00,0.10
949970,1979,1.5948,1.5939,1959,1.5787,1.5710,1.00,0.10
950971,1983,1.5980,1.5947,1959,1.5787,1.5733,1.00,0.10
951972,1980,1.5956,1.5955,1959,1.5787,1.5757,1.00,0.10
952973,1981,1.5964,1.5961,1963,1.5819,1.5777,1.00,0.10
953974,1979,1.5948,1.5963,1963,1.5819,1.5795,1.00,0.10
954975,1979,1.5948,1.5960,1963,1.5819,1.5808,1.00,0.10
955976,1976,1.5924,1.5955,1971,1.5884,1.5821,1.00,0.10
956977,1983,1.5980,1.5949,1971,1.5884,1.5839,1.00,0.10
957978,1977,1.5932,1.5948,1967,1.5851,1.5856,1.00,0.10
958979,1976,1.5924,1.5946,1960,1.5795,1.5860,1.00,0.10
959980,1974,1.5908,1.5939,1959,1.5787,1.5848,1.00,0.10
960981,1977,1.5932,1.5930,1955,1.5755,1.5824,1.00,0.10
961982,1975,1.5916,1.5924,1955,1.5755,1.5798,1.00,0.10
962983,1977,1.5932,1.5922,1949,1.5706,1.5772,1.00,0.10
963984,1978,1.5940,1.5923,1947,1.5690,1.5746,1.00,0.10
964985,1975,1.5916,1.5926,1943,1.5658,1.5719,1.00,0.10
965986,1972,1.5892,1.5924,1932,1.5569,1.5687,1.00,0.10
966987,1975,1.5916,1.5918,1941,1.5642,1.5653,1.00,0.10
967988,1966,1.5843,1.5908,1944,1.5666,1.5633,1.00,0.10
968989,1978,1.5940,1.5898,1949,1.5706,1.5635,1.00,0.10
969990,1975,1.5916,1.5897,1949,1.5706,1.5652,1.00,0.10
970991,1983,1.5980,1.5908,1950,1.5714,1.5674,1.00,0.10
971992,1977,1.5932,1.5924,1957,1.5771,1.5697,1.00,0.10
972993,1976,1.5924,1.5936,1957,1.5771,1.5723,1.00,0.10
973994,1981,1.5964,1.5940,1961,1.5803,1.5749,1.00,0.10
974995,1979,1.5948,1.5945,1961,1.5803,1.5772,1.00,0.10
975996,1980,1.5956,1.5949,1959,1.5787,1.5789,1.00,0.10
976997,1977,1.5932,1.5951,1959,1.5787,1.5796,1.00,0.10
977998,1974,1.5908,1.5946,1957,1.5771,1.5796,1.00,0.10
978999,1975,1.5916,1.5936,1957,1.5771,1.5790,1.00,0.10
980000,1973,1.5900,1.5925,1950,1.5714,1.5778,1.00,0.10
981001,1978,1.5940,1.5917,1950,1.5714,1.5760,1.00,0.10
982002,1973,1.5900,1.5915,1949,1.5706,1.5740,1.00,0.10
983003,1972,1.5892,1.5912,1945,1.5674,1.5721,1.00,0.10
984004,1973,1.5900,1.5906,1941,1.5642,1.5700,1.00,0.10
985005,1973,1.5900,1.5902,1943,1.5658,1.5679,1.00,0.10
986006,1975,1.5916,1.5900,1943,1.5658,1.5664,1.00,0.10
987007,1977,1.5932,1.5904,1943,1.5658,1.5656,1.00,0.10
988008,1977,1.5932,1.5912,1947,1.5690,1.5655,1.00,0.10
989009,1979,1.5948,1.5922,1957,1.5771,1.5668,1.00,0.10
990010,1977,1.5932,1.5931,1951,1.5722,1.5692,1.00,0.10
991011,1975,1.5916,1.5935,1957,1.5771,1.5717,1.00,0.10
992012,1977,1.5932,1.5933,1955,1.5755,1.5737,1.00,0.10
993013,1980,1.5956,1.5933,1956,1.5763,1.5752,1.00,0.10
994014,1979,1.5948,1.5937,1965,1.5835,1.5765,1.00,0.10
995015,1977,1.5932,1.5941,1965,1.5835,1.5785,1.00,0.10
996016,1975,1.5916,1.5940,1966,1.5843,1.5807,1.00,0.10
997017,1979,1.5948,1.5937,1961,1.5803,1.5823,1.00,0.10
998018,1975,1.5916,1.5934,1964,1.5827,1.5828,1.00,0.10
999019,1976,1.5924,1.5930,1959,1.5787,1.5826,1.00,0.10
1000020,1975,1.5916,1.5926,1963,1.5819,1.5819,1.00,0.10
1001021,1975,1.5916,1.5922,1951,1.5722,1.5808,1.00,0.10
1002022,1973,1.5900,1.5918,1955,1.5755,1.5789,1.00,0.10
1003023,1971,1.5884,1.5911,1948,1.5698,1.5766,1.00,0.10
1004024,1976,1.5924,1.5905,1949,1.5706,1.5742,1.00,0.10
1005025,1973,1.5900,1.5903,1945,1.5674,1.5720,1.00,0.10
1006026,1975,1.5916,1.5904,1927,1.5529,1.5691,1.00,0.10
1007027,1973,1.5900,1.5905,1942,1.5650,1.5653,1.00,0.10
1008028,1975,1.5916,1.5907,1939,1.5626,1.5627,1.00,0.10
1009029,1967,1.5851,1.5904,1946,1.5682,1.5621,1.00,0.10
1010030,1971,1.5884,1.5895,1945,1.5674,1.5631,1.00,0.10
1011031,1975,1.5916,1.5889,1947,1.5690,1.5648,1.00,0.10
1012032,1976,1.5924,1.5891,1949,1.5706,1.5667,1.00,0.10
1013033,1975,1.5916,1.5900,1951,1.5722,1.5685,1.00,0.10
1014034,1977,1.5932,1.5910,1951,1.5722,1.5701,1.00,0.10
1015035,1975,1.5916,1.5917,1958,1.5779,1.5718,1.00,0.10
1016036,1975,1.5916,1.5921,1957,1.5771,1.5737,1.00,0.10
1017037,1981,1.5964,1.5925,1964,1.5827,1.5758,1.00,0.10
1018038,1977,1.5932,1.5931,1959,1.5787,1.5779,1.00,0.10
1019039,1975,1.5916,1.5935,1965,1.5835,1.5796,1.00,0.10
1020040,1974,1.5908,1.5932,1959,1.5787,1.5807,1.00,0.10
1021041,1973,1.5900,1.5924,1965,1.5835,1.5812,1.00,0.10
1022042,1977,1.5932,1.5917,1960,1.5795,1.5815,1.00,0.10
1023043,1973,1.5900,1.5914,1957,1.5771,1.5812,1.00,0.10
1024044,1972,1.5892,1.5910,1955,1.5755,1.5800,1.00,0.10
1025045,1971,1.5884,1.5904,1947,1.5690,1.5779,1.00,0.10
1026046,1975,1.5916,1.5898,1947,1.5690,1.5751,1.00,0.10
1027047,1967,1.5851,1.5894,1942,1.5650,1.5720,1.00,0.10
1028048,1973,1.5900,1.5889,1935,1.5593,1.5688,1.00,0.10
1029049,1974,1.5908,1.5887,1941,1.5642,1.5656,1.00,0.10
1030050,1977,1.5932,1.5892,1946,1.5682,1.5638,1.00,0.10
1031051,1977,1.5932,1.5904,1945,1.5674,1.5640,1.00,0.10
1032052,1973,1.5900,1.5914,1945,1.5674,1.5650,1.00,0.10
1033053,1975,1.5916,1.5918,1951,1.5722,1.5664,1.00,0.10
1034054,1976,1.5924,1.5918,1955,1.5755,1.5684,1.00,0.10
1035055,1975,1.5916,1.5919,1955,1.5755,1.5710,1.00,0.10
1036056,1975,1.5916,1.5919,1957,1.5771,1.5733,1.00,0.10
1037057,1979,1.5948,1.5920,1961,1.5803,1.5754,1.00,0.10
1038058,1975,1.5916,1.5924,1961,1.5803,1.5774,1.00,0.10
1039059,1978,1.5940,1.5927,1964,1.5827,1.5791,1.00,0.10
1040060,1975,1.5916,1.5929,1964,1.5827,1.5807,1.00,0.10
1041061,1976,1.5924,1.5928,1952,1.5730,1.5812,1.00,0.10
1042062,1972,1.5892,1.5924,1952,1.5730,1.5799,1.00,0.10
1043063,1973,1.5900,1.5916,1951,1.5722,1.5774,1.00,0.10
1044064,1973,1.5900,1.5908,1951,1.5722,1.5751,1.00,0.10
1045065,1971,1.5884,1.5901,1945,1.5674,1.5730,1.00,0.10
1046066,1975,1.5916,1.5897,1950,1.5714,1.5712,1.00,0.10
1047067,1971,1.5884,1.5896,1947,1.5690,1.5701,1.00,0.10
1048068,1971,1.5884,1.5894,1944,1.5666,1.5694,1.00,0.10
1049069,1972,1.5892,1.5891,1943,1.5658,1.5684,1.00,0.10
1050070,1971,1.5884,1.5889,1939,1.5626,1.5671,1.00,0.10
1051071,1973,1.5900,1.5888,1942,1.5650,1.5658,1.00,0.10
1052072,1967,1.5851,1.5887,1929,1.5545,1.5641,1.00,0.10
1053073,1963,1.5819,1.5878,1942,1.5650,1.5623,1.00,0.10
1054074,1975,1.5916,1.5867,1944,1.5666,1.5616,1.00,0.10
1055075,1975,1.5916,1.5869,1947,1.5690,1.5628,1.00,0.10
1056076,1979,1.5948,1.5885,1947,1.5690,1.5648,1.00,0.10
1057077,1975,1.5916,1.5904,1948,1.5698,1.5668,1.00,0.10
1058078,1974,1.5908,1.5917,1947,1.5690,1.5683,1.00,0.10
1059079,1975,1.5916,1.5921,1949,1.5706,1.5693,1.00,0.10
1060080,1975,1.5916,1.5920,1949,1.5706,1.5700,1.00,0.10
1061081,1963,1.5819,1.5913,1951,1.5722,1.5705,1.00,0.10
1062082,1975,1.5916,1.5897,1956,1.5763,1.5714,1.00,0.10
1063083,1977,1.5932,1.5890,1955,1.5755,1.5727,1.00,0.10
1064084,1978,1.5940,1.5898,1961,1.5803,1.5744,1.00,0.10
1065085,1976,1.5924,1.5911,1960,1.5795,1.5763,1.00,0.10
1066086,1975,1.5916,1.5920,1958,1.5779,1.5779,1.00,0.10
1067087,1975,1.5916,1.5924,1964,1.5827,1.5790,1.00,0.10
1068088,1973,1.5900,1.5922,1959,1.5787,1.5798,1.00,0.10
1069089,1974,1.5908,1.5917,1957,1.5771,1.5800,1.00,0.10
1070090,1970,1.5875,1.5909,1958,1.5779,1.5795,1.00,0.10
1071091,1976,1.5924,1.5903,1951,1.5722,1.5784,1.00,0.10
1072092,1971,1.5884,1.5900,1949,1.5706,1.5765,1.00,0.10
1073093,1967,1.5851,1.5895,1949,1.5706,1.5743,1.00,0.10
1074094,1971,1.5884,1.5885,1947,1.5690,1.5723,1.00,0.10
1075095,1972,1.5892,1.5879,1945,1.5674,1.5706,1.00,0.10
1076096,1967,1.5851,1.5877,1943,1.5658,1.5690,1.00,0.10
1077097,1967,1.5851,1.5872,1942,1.5650,1.5675,1.00,0.10
1078098,1960,1.5795,1.5860,1943,1.5658,1.5664,1.00,0.10
1079099,1971,1.5884,1.5848,1942,1.5650,1.5656,1.00,0.10
1080100,1971,1.5884,1.5846,1944,1.5666,1.5653,1.00,0.10
1081101,1975,1.5916,1.5858,1945,1.5674,1.5655,1.00,0.10
1082102,1975,1.5916,1.5876,1943,1.5658,1.5659,1.00,0.10
1083103,1971,1.5884,1.5892,1947,1.5690,1.5664,1.00,0.10
1084104,1973,1.5900,1.5900,1947,1.5690,1.5671,1.00,0.10
1085105,1972,1.5892,1.5901,1955,1.5755,1.5683,1.00,0.10
1086106,1972,1.5892,1.5900,1955,1.5755,1.5703,1.00,0.10
1087107,1979,1.5948,1.5901,1959,1.5787,1.5728,1.00,0.10
1088108,1963,1.5819,1.5901,1959,1.5787,1.5751,1.00,0.10
1089109,1979,1.5948,1.5897,1960,1.5795,1.5771,1.00,0.10
1090110,1971,1.5884,1.5896,1957,1.5771,1.5784,1.00,0.10
1091111,1959,1.5787,1.5890,1949,1.5706,1.5783,1.00,0.10
1092112,1967,1.5851,1.5870,1951,1.5722,1.5767,1.00,0.10
1093113,1971,1.5884,1.5855,1951,1.5722,1.5747,1.00,0.10
1094114,1971,1.5884,1.5854,1951,1.5722,1.5733,1.00,0.10
1095115,1967,1.5851,1.5860,1945,1.5674,1.5720,1.00,0.10
1096116,1971,1.5884,1.5864,1945,1.5674,1.5706,1.00,0.10
1097117,1967,1.5851,1.5867,1943,1.5658,1.5690,1.00,0.10
1098118,1971,1.5884,1.5868,1941,1.5642,1.5675,1.00,0.10
1099119,1971,1.5884,1.5871,1939,1.5626,1.5660,1.00,0.10
1100120,1967,1.5851,1.5873,1935,1.5593,1.5643,1.00,0.10
1101121,1967,1.5851,1.5870,1947,1.5690,1.5632,1.00,0.10
1102122,1952,1.5730,1.5856,1937,1.5610,1.5631,1.00,0.10
1103123,1973,1.5900,1.5836,1941,1.5642,1.5632,1.00,0.10
1104124,1965,1.5835,1.5829,1943,1.5658,1.5634,1.00,0.10
1105125,1973,1.5900,1.5836,1949,1.5706,1.5644,1.00,0.10
1106126,1971,1.5884,1.5851,1951,1.5722,1.5662,1.00,0.10
1107127,1973,1.5900,1.5868,1960,1.5795,1.5690,1.00,0.10
1108128,1977,1.5932,1.5885,1959,1.5787,1.5724,1.00,0.10
1109129,1975,1.5916,1.5901,1957,1.5771,1.5755,1.00,0.10
1110130,1967,1.5851,1.5908,1951,1.5722,1.5769,1.00,0.10
1111131,1965,1.5835,1.5899,1951,1.5722,1.5766,1.00,0.10
1112132,1973,1.5900,1.5884,1951,1.5722,1.5753,1.00,0.10
1113133,1967,1.5851,1.5874,1948,1.5698,1.5738,1.00,0.10
1114134,1971,1.5884,1.5869,1945,1.5674,1.5721,1.00,0.10
1115135,1971,1.5884,1.5869,1943,1.5658,1.5702,1.00,0.10
1116136,1967,1.5851,1.5871,1939,1.5626,1.5681,1.00,0.10
1117137,1965,1.5835,1.5867,1940,1.5634,1.5660,1.00,0.10
1118138,1967,1.5851,1.5859,1929,1.5545,1.5638,1.00,0.10
1119139,1965,1.5835,1.5852,1933,1.5577,1.5612,1.00,0.10
1120140,1971,1.5884,1.5848,1939,1.5626,1.5593,1.00,0.10
1121141,1966,1.5843,1.5851,1947,1.5690,1.5595,1.00,0.10
1122142,1971,1.5884,1.5855,1945,1.5674,1.5616,1.00,0.10
1123143,1968,1.5859,1.5860,1941,1.5642,1.5639,1.00,0.10
1124144,1968,1.5859,1.5864,1947,1.5690,1.5655,1.00,0.10
1125145,1977,1.5932,1.5869,1945,1.5674,1.5667,1.00,0.10
1126146,1967,1.5851,1.5878,1948,1.5698,1.5676,1.00,0.10
1127147,1972,1.5892,1.5882,1949,1.5706,1.5685,1.00,0.10
1128148,1973,1.5900,1.5885,1947,1.5690,1.5693,1.00,0.10
1129149,1972,1.5892,1.5888,1957,1.5771,1.5702,1.00,0.10
1130150,1972,1.5892,1.5891,1959,1.5787,1.5720,1.00,0.10
1131151,1967,1.5851,1.5890,1956,1.5763,1.5743,1.00,0.10
1132152,1975,1.5916,1.5886,1949,1.5706,1.5755,1.00,0.10
1133153,1971,1.5884,1.5886,1951,1.5722,1.5752,1.00,0.10
1134154,1971,1.5884,1.5887,1957,1.5771,1.5745,1.00,0.10
1135155,1971,1.5884,1.5887,1949,1.5706,1.5741,1.00,0.10
1136156,1973,1.5900,1.5887,1948,1.5698,1.5734,1.00,0.10
1137157,1971,1.5884,1.5888,1950,1.5714,1.5723,1.00,0.10
1138158,1967,1.5851,1.5886,1947,1.5690,1.5713,1.00,0.10
1139159,1968,1.5859,1.5879,1945,1.5674,1.5704,1.00,0.10
1140160,1967,1.5851,1.5869,1947,1.5690,1.5694,1.00,0.10
1141161,1967,1.5851,1.5861,1941,1.5642,1.5684,1.00,0.10
1142162,1967,1.5851,1.5855,1939,1.5626,1.5671,1.00,0.10
1143163,1965,1.5835,1.5850,1939,1.5626,1.5655,1.00,0.10
1144164,1965,1.5835,1.5846,1932,1.5569,1.5636,1.00,0.10
1145165,1963,1.5819,1.5840,1934,1.5585,1.5615,1.00,0.10
1146166,1965,1.5835,1.5834,1939,1.5626,1.5600,1.00,0.10
1147167,1970,1.5875,1.5833,1939,1.5626,1.5598,1.00,0.10
1148168,1971,1.5884,1.5842,1935,1.5593,1.5603,1.00,0.10
1149169,1967,1.5851,1.5854,1943,1.5658,1.5608,1.00,0.10
1150170,1972,1.5892,1.5864,1947,1.5690,1.5622,1.00,0.10
1151171,1967,1.5851,1.5869,1947,1.5690,1.5644,1.00,0.10
1152172,1967,1.5851,1.5870,1949,1.5706,1.5666,1.00,0.10
1153173,1972,1.5892,1.5867,1949,1.5706,1.5685,1.00,0.10
1154174,1975,1.5916,1.5872,1949,1.5706,1.5699,1.00,0.10
1155175,1974,1.5908,1.5884,1956,1.5763,1.5710,1.00,0.10
1156176,1975,1.5916,1.5896,1959,1.5787,1.5727,1.00,0.10
1157177,1972,1.5892,1.5904,1955,1.5755,1.5746,1.00,0.10
1158178,1963,1.5819,1.5901,1945,1.5674,1.5753,1.00,0.10
1159179,1965,1.5835,1.5883,1948,1.5698,1.5742,1.00,0.10
1160180,1971,1.5884,1.5865,1947,1.5690,1.5723,1.00,0.10
1161181,1967,1.5851,1.5857,1944,1.5666,1.5705,1.00,0.10
1162182,1963,1.5819,1.5852,1943,1.5658,1.5689,1.00,0.10
1163183,1971,1.5884,1.5848,1938,1.5618,1.5671,1.00,0.10
1164184,1965,1.5835,1.5848,1931,1.5561,1.5648,1.00,0.10
1165185,1965,1.5835,1.5848,1941,1.5642,1.5625,1.00,0.10
1166186,1957,1.5771,1.5840,1939,1.5626,1.5613,1.00,0.10
1167187,1965,1.5835,1.5827,1949,1.5706,1.5618,1.00,0.10
1168188,1965,1.5835,1.5819,1944,1.5666,1.5636,1.00,0.10
1169189,1967,1.5851,1.5821,1947,1.5690,1.5656,1.00,0.10
1170190,1971,1.5884,1.5832,1957,1.5771,1.5677,1.00,0.10
1171191,1972,1.5892,1.5848,1951,1.5722,1.5702,1.00,0.10
1172192,1973,1.5900,1.5867,1951,1.5722,1.5721,1.00,0.10
1173193,1971,1.5884,1.5882,1956,1.5763,1.5732,1.00,0.10
1174194,1973,1.5900,1.5890,1959,1.5787,1.5744,1.00,0.10
1175195,1967,1.5851,1.5892,1945,1.5674,1.5751,1.00,0.10
1176196,1963,1.5819,1.5883,1946,1.5682,1.5741,1.00,0.10
1177197,1967,1.5851,1.5866,1941,1.5642,1.5718,1.00,0.10
1178198,1965,1.5835,1.5852,1941,1.5642,1.5691,1.00,0.10
1179199,1963,1.5819,1.5842,1943,1.5658,1.5667,1.00,0.10
1180200,1963,1.5819,1.5832,1942,1.5650,1.5653,1.00,0.10
1181201,1961,1.5803,1.5824,1939,1.5626,1.5646,1.00,0.10
1182202,1965,1.5835,1.5818,1931,1.5561,1.5634,1.00,0.10
1183203,1965,1.5835,1.5818,1933,1.5577,1.5615,1.00,0.10
1184204,1959,1.5787,1.5819,1937,1.5610,1.5598,1.00,0.10
1185205,1963,1.5819,1.5817,1933,1.5577,1.5590,1.00,0.10
1186206,1959,1.5787,1.5812,1935,1.5593,1.5586,1.00,0.10
1187207,1963,1.5819,1.5807,1935,1.5593,1.5586,1.00,0.10
1188208,1965,1.5835,1.5808,1935,1.5593,1.5587,1.00,0.10
1189209,1965,1.5835,1.5814,1939,1.5626,1.5592,1.00,0.10
1190210,1962,1.5811,1.5821,1942,1.5650,1.5602,1.00,0.10
1191211,1967,1.5851,1.5825,1941,1.5642,1.5617,1.00,0.10
1192212,1971,1.5884,1.5834,1944,1.5666,1.5632,1.00,0.10
1193213,1967,1.5851,1.5846,1945,1.5674,1.5646,1.00,0.10
